PLAYER,TEAM,DFGM,DFGA,DFG%,FG%,MIN,SCREEN ASSISTS,SCREEN ASSISTS PTS,DEFLECTIONS,OFF LOOSE BALLS RECOVERED,DEF LOOSE BALLS RECOVERED,LOOSE BALLS RECOVERED,RECOVERED OFF,RECOVERED DEF,CHARGES DRAWN,CONTESTED 2PT SHOTS,CONTESTED 3PT SHOTS,TOTAL CONTESTED SHOTS,DIST. FEET,FEET PER MIN,DIST. MILES,DIST. MILES OFF,DIST. MILES DEF,AVG SPEED,AVG SPEED OFF,AVG SPEED DEF
Bruno Fernando,ATL,2.6,5.4,48.8,50.4,10.4,1.6,3.9,0.3,0.2,0.2,0.4,46.7,53.3,0,2.9,0.4,3.3,3975.2,382.23,0.75,0.41,0.34,4.05,4.4,3.69
Moses Brown,BKN,2.3,5.4,42.6,48.2,8.2,1,2.3,0.3,0.1,0,0.1,66.7,33.3,0,3,0.6,3.5,3277.3,399.67,0.62,0.34,0.29,4.19,4.48,3.93
Jordan McLaughlin,MIN,2.7,5.4,50.2,45.8,15.8,0.3,0.6,1.6,0.1,0.3,0.4,27.8,72.2,0,1.2,0.8,2,6804.9,430.69,1.29,0.71,0.58,4.58,5.19,4.02
Robin Lopez,CLE,2.6,5.3,49.5,50.1,8.1,1.8,4.4,0.1,0.2,0.1,0.2,66.7,33.3,0.03,3,0.4,3.4,3070.9,379.12,0.58,0.32,0.26,4.01,4.18,3.82
Duncan Robinson,MIA,2.8,5.3,52.5,46.2,16.4,0.5,1.1,0.6,0,0.1,0.1,0,100,0.1,0.8,1.2,2,6474.5,394.79,1.23,0.7,0.53,4.15,4.72,3.59
Micah Potter,UTA,2.3,5.3,43.8,45.5,7.5,0.4,0.9,0.3,0.1,0,0.1,100,0,0.29,1,1,2,3201.4,426.85,0.61,0.32,0.28,4.42,4.86,4.19
Carlik Jones,CHI,3,5.3,56.3,44.3,8,0,0,0.3,0.3,0.3,0.6,50,50,0,0.7,0.6,1.3,3446.2,430.78,0.65,0.34,0.32,3.97,4.3,3.68
Malachi Flynn,TOR,2.6,5.3,48.8,45.9,13,0,0.1,0.8,0.1,0.2,0.3,40,60,0,0.9,0.9,1.8,5259,404.54,1,0.54,0.46,4.25,4.57,3.93
TyTy Washington Jr.,HOU,2.5,5.3,46.8,45.5,14,0,0,0.5,0.2,0.1,0.2,71.4,28.6,0.1,0.5,1,1.5,5237.4,374.10,0.99,0.54,0.45,3.98,4.3,3.63
Kai Jones,CHA,2.2,5.3,42.6,47.2,11.9,0.7,1.4,0.8,0.1,0.2,0.3,46.7,53.3,0,2.3,0.7,3,4867.6,409.04,0.92,0.49,0.43,4.26,4.55,3.97
JaVale McGee,DAL,2.9,5.2,55.8,49.5,8.4,0.9,2.1,0.4,0.1,0,0.1,75,25,0,2.5,0.4,2.9,3204.5,381.49,0.61,0.32,0.29,4.04,4.22,3.86
Jabari Walker,POR,2.5,5.2,48.5,47.8,11.1,0.6,1.6,0.6,0.1,0,0.1,75,25,0.02,1.3,0.9,2.3,4207.2,379.03,0.8,0.43,0.37,4.08,4.31,3.85
AJ Green,MIL,2.4,5.2,46.8,45.9,9.9,0.1,0.4,0.2,0,0.1,0.1,20,80,0.03,0.6,0.7,1.3,4053.2,409.41,0.77,0.42,0.34,4.35,4.73,3.96
Kevon Harris,ORL,2.4,5.2,46.1,47,13.4,0.1,0.3,1.2,0.1,0.2,0.3,36.4,63.6,0,1.2,0.9,2.1,5370.6,400.79,1.02,0.53,0.49,4.19,4.28,4.1
Moses Moody,GSW,2.4,5.2,46,46.7,13,0.2,0.5,0.5,0.1,0.1,0.3,56.3,43.8,0.05,1.5,1,2.5,5058.5,389.12,0.96,0.52,0.44,4.13,4.46,3.8
Isaiah Roby,NYK,2.8,5.2,54.5,48.1,11.3,0.3,0.7,0.7,0.1,0.2,0.3,36.4,63.6,0.05,1.7,1.1,2.9,4772.9,422.38,0.9,0.5,0.41,4.45,5.02,3.87
Danny Green,CLE,2.5,5.2,48.1,45.9,12.6,0.1,0.2,1.3,0,0.2,0.2,0,100,0,1.3,0.8,2.1,5457.6,433.14,1.03,0.54,0.49,4.52,4.95,4.13
Omer Yurtseven,MIA,2.9,5.1,55.6,50.1,9.2,1,2.3,0.4,0.2,0,0.2,100,0,0,2,0.4,2.4,3708.9,403.14,0.7,0.38,0.32,4.15,4.2,4.09
Obi Toppin,NYK,2.3,5.1,45.6,46.5,15.7,0.3,0.6,0.6,0.1,0.2,0.3,42.1,57.9,0,1.3,1.2,2.5,6665.1,424.53,1.26,0.68,0.58,4.5,4.83,4.17
David Duke Jr.,BKN,2.4,5.1,47.1,47.8,9.9,0.2,0.5,0.6,0.1,0.1,0.3,50,50,0.04,0.7,0.7,1.4,3962.7,400.27,0.75,0.4,0.35,4.2,4.43,3.97
Garrison Mathews,ATL,2.3,5.1,44.5,45.4,12.7,0,0.1,0.6,0.1,0.2,0.3,21.4,78.6,0.24,0.7,1,1.7,5049.8,397.62,0.96,0.51,0.44,4.21,4.46,3.95
Josh Christopher,HOU,2.6,5.1,50.5,46.2,12.3,0,0.1,1.1,0.2,0.1,0.3,60,40,0.02,0.7,0.7,1.4,4916.3,399.70,0.93,0.5,0.43,4.23,4.53,3.93
Jared Rhoden,DET,2,5.1,39.3,45.1,14.1,0.1,0.2,0.7,0.1,0.2,0.3,25,75,0,0.9,0.9,1.8,5870.8,416.37,1.11,0.62,0.5,4.37,4.61,4.05
Derrick Rose,NYK,2.1,5.1,42.3,45.7,12.5,0.1,0.2,0.5,0.1,0.2,0.3,33.3,66.7,0,1.1,0.9,2,5102.2,408.18,0.97,0.53,0.44,4.33,4.75,3.92
Mamadi Diakite,CLE,2.7,5,54.7,47.6,8,1.1,2.3,0.7,0,0.1,0.1,0,100,0.05,1.9,1.1,3,3062.8,382.85,0.58,0.3,0.28,4.03,4.23,3.83
Xavier Sneed,CHA,1.8,5,35,45.5,12.1,0,0,0.8,0,0.3,0.3,0,100,0.25,1,1.5,2.5,5097.3,421.26,0.97,0.51,0.46,4.42,4.87,3.82
Chance Comanche,POR,3,5,60,42.4,20.8,2,4,0,0,0,0,0,0,0,1,2,3,8344,401.15,1.58,0.79,0.79,4.28,4.44,4.13
Kendall Brown,IND,2.3,5,45,45.3,6.7,0,0,1.2,0.2,0,0.2,100,0,0,0.7,0.8,1.5,3001.2,447.94,0.57,0.29,0.28,4.59,4.81,4.4
Simone Fontecchio,UTA,2.5,5,50.9,46.5,14.7,0.3,0.7,0.8,0.2,0.1,0.3,64.7,35.3,0,1.3,0.7,2,6167.8,419.58,1.17,0.65,0.51,4.39,4.94,3.85
Amir Coffey,LAC,2.4,5,47.7,46.6,12.5,0,0.1,0.5,0.1,0,0.1,66.7,33.3,0.06,0.9,0.7,1.5,4768.8,381.50,0.9,0.47,0.43,4.02,4.09,3.92
Admiral Schofield,ORL,2.4,4.9,48.6,46.8,12.2,1,2.1,0.5,0.1,0.1,0.2,50,50,0.16,1,1.4,2.5,4934.2,404.44,0.93,0.5,0.43,4.28,4.53,4.03
A.J. Lawson,DAL,2.8,4.9,56.4,46.6,7.2,0.1,0.1,0.3,0,0.1,0.1,0,100,0,0.5,0.5,0.9,3155.2,438.22,0.6,0.32,0.28,4.64,4.88,4.3
Davis Bertans,DAL,2.3,4.9,47,46.9,10.9,0.4,1.1,0.4,0.1,0,0.1,66.7,33.3,0,2,0.7,2.7,4448,408.07,0.84,0.47,0.37,4.31,4.82,3.83
Matt Ryan,MIN,2.4,4.9,48.9,44.9,9.1,0,0,0.3,0,0.1,0.1,25,75,0,0.7,1.2,1.9,3805.2,418.15,0.72,0.38,0.34,4.31,4.74,3.9
Brandon Boston Jr.,LAC,2.3,4.8,47.8,45.6,11.3,0.1,0.1,1,0.1,0.1,0.1,33.3,66.7,0,0.7,0.9,1.6,4552.9,402.91,0.86,0.46,0.4,4.23,4.49,3.96
Keon Johnson,POR,2.5,4.8,51.6,45.7,10.4,0.1,0.2,0.6,0.1,0.1,0.3,40,60,0,0.7,0.5,1.1,4193.5,403.22,0.79,0.43,0.37,4.2,4.39,3.98
Raul Neto,CLE,2.2,4.7,46.1,44.3,10.5,0,0,1,0.2,0.2,0.4,47.4,52.6,0.02,1,0.9,1.9,4074.4,388.04,0.77,0.41,0.36,4.08,4.24,3.92
Udonis Haslem,MIA,2.3,4.7,48.5,47.2,10.3,0.9,2.3,0.3,0.1,0,0.1,100,0,0.57,2,0.4,2.4,3718.3,361.00,0.7,0.37,0.34,3.78,3.97,3.73
Moussa Diabate,LAC,2.2,4.7,46.9,46.5,8.9,1.1,2.2,0.3,0.2,0.2,0.4,55.6,44.4,0,2.4,0.9,3.2,3765.8,423.12,0.71,0.39,0.33,4.41,4.74,4.07
Alex Len,SAC,1.9,4.7,41.8,50.5,6.2,1.4,3.3,0.6,0.1,0.1,0.1,50,50,0,2.3,0.5,2.8,2512.2,405.19,0.48,0.25,0.22,4.27,4.58,3.91
Ish Wainright,PHX,2,4.6,43.2,46.8,15.3,0.5,1.1,1.1,0.1,0.1,0.3,40,60,0.05,1,1.1,2.1,6212,406.01,1.18,0.64,0.54,4.29,4.63,3.94
Theo Pinson,DAL,2.5,4.6,55,46.4,8.1,0.2,0.5,0.6,0.1,0,0.1,75,25,0,0.5,0.5,0.9,3203.8,395.53,0.61,0.32,0.28,4.16,4.44,3.88
Johnny Juzang,UTA,2.6,4.6,55.4,45.2,12.9,0.1,0.1,0.2,0.1,0.1,0.1,50,50,0,0.9,0.6,1.5,5768,447.13,1.09,0.6,0.49,4.71,5.2,4.23
Jamaree Bouyea,WAS,2.6,4.6,56.5,46,14.1,0,0,1.4,0.2,0,0.2,100,0,0,1.2,0.6,1.8,5701.4,404.35,1.08,0.58,0.5,4.29,4.52,4.05
Khem Birch,SAS,2.3,4.6,49.4,48.6,8.1,0.7,1.6,0.3,0,0,0,0,0,0.05,2,0.9,3,3237.9,399.74,0.61,0.33,0.29,4.26,4.58,3.89
Noah Vonleh,BOS,2,4.5,45.3,48.1,7.5,1.1,2.7,0.2,0.1,0,0.2,75,25,0,1.7,0.5,2.3,2963.3,395.11,0.56,0.31,0.25,4.19,4.62,3.77
Taj Gibson,WAS,2.4,4.5,53.2,50.5,9.8,1.7,3.8,0.6,0.1,0.1,0.2,45.5,54.5,0.06,1.6,0.4,2,3755.2,383.18,0.71,0.38,0.33,4.02,4.13,3.91
Mac McClung,PHI,2,4.5,44.4,44.7,20.5,0.5,1,1.5,0,0,0,0,0,0.5,1.5,1,2.5,8480,413.66,1.61,0.91,0.7,4.31,4.49,4.11
Goran Dragic,MIL,2,4.5,44.8,45.9,15,0.2,0.4,0.6,0.2,0.2,0.4,47.6,52.4,0.03,1.1,0.6,1.8,6085,405.67,1.15,0.63,0.52,4.26,4.77,3.78
Buddy Boeheim,DET,1.9,4.4,42.5,47.1,9,0.2,0.4,0.6,0.1,0.1,0.2,50,50,0,0.2,0.9,1.1,3638.4,404.27,0.69,0.36,0.33,4.23,4.26,4.19
Markieff Morris,DAL,2.1,4.4,48.7,46.6,10.1,0.7,1.5,0.4,0,0.1,0.1,0,100,0.03,1.3,0.8,2.2,3736.1,369.91,0.71,0.38,0.33,3.9,3.99,3.78
Edmond Sumner,BKN,2.3,4.4,51.8,47,13.9,0.1,0.3,1.1,0.1,0.1,0.2,41.7,58.3,0.02,0.8,0.7,1.5,5749.8,413.65,1.09,0.58,0.51,4.35,4.65,4.05
Ish Smith,DEN,2.2,4.4,50.3,44.7,9.3,0.1,0.2,0.2,0.1,0.1,0.1,33.3,66.7,0.02,0.4,0.6,0.9,3699.5,397.80,0.7,0.4,0.3,4.22,4.79,3.67
Ryan Arcidiacono,POR,1.9,4.4,42.6,46.9,8.6,0.3,0.7,0.2,0,0,0,0,0,0.2,0.1,0.6,0.7,3596.8,418.23,0.68,0.39,0.29,4.42,4.88,4
Patty Mills,BKN,2.3,4.3,54.2,46.4,14.2,0.1,0.3,0.7,0.1,0.1,0.3,45.5,54.5,0.03,0.5,0.7,1.2,5730.3,403.54,1.09,0.58,0.5,4.32,4.63,4.01
Nathan Knight,MIN,1.8,4.3,40.9,46.3,7.7,0.3,0.8,0.5,0.1,0.1,0.1,60,40,0,1.6,0.8,2.4,3030.4,393.56,0.57,0.3,0.27,4.1,4.31,3.89
Terry Taylor,CHI,1.8,4.2,41.6,47,8.5,0.3,0.6,0.1,0.1,0,0.2,80,20,0.03,0.7,0.9,1.6,3537.6,416.19,0.67,0.35,0.32,4.37,4.8,3.98
KZ Okpala,SAC,2,4.2,47.6,48.1,7.1,0.1,0.2,0.3,0,0,0,0,100,0,1.5,0.4,1.9,3074.9,433.08,0.58,0.3,0.28,4.54,4.82,4.28
Cole Swider,LAL,2.4,4.2,57.1,46.8,5.9,0,0,0,0,0.1,0.1,0,100,0,0.1,1,1.1,2552.7,432.66,0.48,0.28,0.21,4.54,4.87,3.9
Furkan Korkmaz,PHI,1.9,4.2,45.9,44.2,9.6,0.2,0.3,0.4,0,0.1,0.1,0,100,0,0.4,0.5,0.9,3858.2,401.90,0.73,0.41,0.32,4.22,4.59,3.82
Thanasis Antetokounmpo,MIL,2.1,4.2,50,46.3,5.6,0.3,0.7,0.3,0.1,0.1,0.2,66.7,33.3,0,0.9,0.5,1.4,2253.1,402.34,0.43,0.23,0.2,4.23,4.3,4.16
Dalano Banton,TOR,1.8,4.1,42.2,46.3,9,0.1,0.2,0.9,0,0.1,0.1,0,100,0,1,0.9,1.9,3884.2,431.58,0.74,0.39,0.35,4.55,4.81,4.28
Jeff Dowtin Jr.,TOR,1.9,4,46.4,46.1,10.3,0,0,0.8,0,0.1,0.2,25,75,0,0.4,0.4,0.8,4092.9,397.37,0.78,0.42,0.36,4.19,4.43,3.89
Jarrell Brantley,UTA,0.5,4,12.5,46.9,9.7,0,0,1,0.3,0.3,0.5,50,50,0,1.3,1.3,2.5,3651,376.39,0.69,0.36,0.33,4.02,4.21,3.57
Chris Silva,DAL,0,4,0,45.2,3,0,0,0,0,0,0,0,0,0,1,1,2,1536,512.00,0.29,0.15,0.14,5.07,3.47,3.29
Chima Moneke,SAC,2,4,50,49.6,4,0.5,1.5,0,0,0,0,0,0,0,0.5,1,1.5,1658,414.50,0.31,0.16,0.15,4.23,4.64,3.88
Richaun Holmes,SAC,2,4,49.7,50.4,8.3,0.9,2.3,0.4,0.1,0,0.1,100,0,0,1.6,0.5,2.1,3180.3,383.17,0.6,0.31,0.3,4.05,4.2,3.91
Isaiah Mobley,CLE,1.8,3.9,45.7,47.3,7,0.5,1.3,0.7,0,0.2,0.2,0,100,0,0.8,0.8,1.7,2804.5,400.64,0.53,0.28,0.25,4.2,4.45,3.85
Frank Kaminsky,HOU,1.9,3.8,50.8,49,6.5,0.4,1.1,0.2,0.1,0.1,0.1,60,40,0,1.3,0.5,1.8,2461.8,378.74,0.47,0.25,0.21,3.97,4.26,3.63
Neemias Queta,SAC,2,3.8,52.6,49.2,5.7,0.4,0.8,0.6,0.2,0,0.2,100,0,0,1,0.4,1.4,2438.4,427.79,0.46,0.24,0.23,4.35,4.74,3.99
Matthew Dellavedova,SAC,1.6,3.8,43.4,45,6.7,0.1,0.3,0.3,0,0,0,100,0,0.09,0.2,0.4,0.5,2821.1,421.06,0.53,0.29,0.24,4.44,5,3.91
Jordan Hall,SAS,2.1,3.8,56.7,44.6,9.2,0,0,0.3,0.3,0.1,0.4,75,25,0,0.8,1,1.8,3956.7,430.08,0.75,0.43,0.32,4.5,5.29,3.86
Devon Dotson,WAS,1.5,3.8,40,46.5,8.9,0,0,1,0.2,0.3,0.5,33.3,66.7,0,0.5,0.7,1.2,3769.8,423.57,0.71,0.38,0.33,4.45,4.71,4.2
Josh Minott,MIN,1.3,3.7,36.4,44,6.4,0,0,0.8,0.1,0.1,0.1,50,50,0,1.1,0.7,1.9,2899.2,453.00,0.55,0.29,0.26,4.66,5.2,4.16
Michael Carter-Williams,ORL,3,3.7,81.8,45.1,11.1,0,0,0.8,0,0.3,0.3,0,100,0,0.5,0.8,1.3,4230,381.08,0.8,0.46,0.34,3.99,4.29,3.66
Bryn Forbes,MIN,1.8,3.6,50.6,44.9,10.7,0.2,0.4,0.4,0,0.1,0.2,25,75,0,0.3,0.5,0.8,4362,407.66,0.83,0.44,0.39,4.31,4.75,3.87
James Johnson,IND,2.1,3.6,58.6,46.3,9,0.6,1.7,0.6,0.1,0.1,0.2,50,50,0.06,0.9,0.7,1.7,3418.1,379.79,0.65,0.34,0.31,4.02,4.5,3.6
Davon Reed,LAL,1.8,3.6,49.6,44.1,8,0.1,0.2,0.4,0.1,0.1,0.2,55.6,44.4,0,0.5,0.8,1.4,3255.5,406.94,0.62,0.34,0.27,4.29,4.62,3.95
Kennedy Chandler,MEM,1.9,3.6,53.8,43.5,7.8,0,0.1,0.7,0.1,0,0.1,66.7,33.3,0,0.3,0.4,0.7,3070.9,393.71,0.58,0.31,0.27,4.1,4.34,3.85
Kira Lewis Jr.,NOP,1.7,3.5,47.4,47.1,9.4,0.1,0.2,0.7,0,0.1,0.1,0,100,0,0.6,0.8,1.4,3974.4,422.81,0.75,0.39,0.36,4.46,4.76,4.18
Kenneth Lofton Jr.,MEM,1.8,3.4,53.2,48,7.3,0.5,1,0.4,0.1,0,0.2,75,25,0,1,0.5,1.5,2728.7,373.79,0.52,0.28,0.24,3.91,4.16,3.65
Jonathan Isaac,ORL,1.7,3.4,51.4,48.9,11.3,0.4,0.8,1.7,0,0.2,0.2,0,100,0,1.1,0.6,1.6,4712.1,417.00,0.89,0.48,0.41,4.42,4.66,4.17
Vince Williams Jr.,MEM,1.4,3.4,40.5,44.7,7,0.2,0.5,0.6,0.1,0,0.1,100,0,0.07,0.4,0.5,0.9,2875.9,410.84,0.54,0.28,0.27,4.36,4.43,4.19
Patrick Baldwin,GSW,1.8,3.4,53.6,47.8,7.3,0.1,0.2,0.2,0,0,0,100,0,0,0.9,0.3,1.3,2965,406.16,0.56,0.31,0.25,4.28,4.74,3.83
JD Davison,BOS,1.3,3.3,39.1,43.6,5.5,0,0,0.3,0,0,0,0,0,0,0.3,0.3,0.7,2115.3,384.60,0.4,0.22,0.18,4.07,4.24,3.87
Sam Merrill,CLE,1,3.3,30.8,46.5,11.7,0.2,0.4,0,0,0.4,0.4,0,100,0,0.2,1,1.2,4874,416.58,0.92,0.5,0.42,4.34,4.87,3.85
PJ Dozier,SAC,1.2,3.1,39.3,47.8,5,0.1,0.1,0.4,0,0.1,0.1,0,100,0.06,0.4,0.3,0.7,2074.1,414.82,0.39,0.22,0.18,4.36,4.72,3.87
Justin Jackson,BOS,1.2,3.1,40,43.8,4.7,0,0,0.1,0,0.2,0.2,0,100,0,0.5,0.4,1,1817.5,386.70,0.34,0.19,0.16,4.07,4.3,3.83
Dalen Terry,CHI,1.4,3,46.8,43.8,5.6,0,0.1,0.5,0.1,0,0.1,80,20,0.03,0.4,0.6,0.9,2382.7,425.48,0.45,0.23,0.22,4.4,4.68,4.1
Jason Preston,LAC,1.6,3,54.5,46.2,8.8,0.1,0.3,0.1,0,0.1,0.1,0,100,0,0.4,0.6,1.1,3588.4,407.77,0.68,0.36,0.32,4.24,4.65,3.85
Trevelin Queen,IND,1.2,3,38.9,47.2,10,0,0,1,0.1,0,0.1,100,0,0,1,0.7,1.7,4149.6,414.96,0.79,0.43,0.36,4.4,5.01,3.83
Boban Marjanovic,HOU,1.6,3,54.3,48.3,5.5,0.6,1.2,0.2,0,0,0,100,0,0,1.1,0.3,1.3,1937.6,352.29,0.37,0.18,0.18,3.69,3.89,3.52
Ryan Rollins,GSW,1.3,3,42.9,43.1,5.2,0.1,0.2,0.4,0,0,0,0,0,0,0.4,0.3,0.7,2199.4,422.96,0.42,0.22,0.19,4.47,4.7,4.23
Vit Krejci,ATL,1.3,3,43.3,42.4,5.7,0.1,0.2,0.3,0.1,0,0.1,66.7,33.3,0,0.8,0.5,1.3,2254.2,395.47,0.43,0.23,0.2,4.13,4.49,3.78
Garrett Temple,NOP,1.3,2.9,46.7,44.2,6.5,0,0.1,0.6,0.1,0.1,0.2,50,50,0,0.5,0.4,0.9,2642.8,406.58,0.5,0.27,0.23,4.27,4.64,3.9
Facundo Campazzo,DAL,0.8,2.8,28.6,41.1,6.5,0,0,0.9,0.1,0.3,0.4,33.3,66.7,0.13,0.4,0.4,0.8,2680.9,412.45,0.51,0.28,0.23,4.34,4.68,3.8
Alize Johnson,SAS,0.3,2.8,9.1,46.1,7.4,0.5,1.3,0.5,0,0.3,0.3,0,100,0,0.8,0.3,1,3226.5,436.01,0.61,0.34,0.27,4.52,5.03,4.03
Mfiondu Kabengele,BOS,1.5,2.8,54.5,52.8,9.1,1,2.5,0.5,0.3,0.3,0.5,50,50,0,2.5,0.5,3,3363.3,369.59,0.64,0.35,0.28,3.83,4.02,3.61
Jaden Springer,PHI,1.6,2.7,60,46.1,5.6,0,0,0.4,0.1,0.3,0.3,20,80,0,0.4,0.4,0.9,2301.4,410.96,0.44,0.24,0.2,4.32,4.43,4.18
Leandro Bolmaro,UTA,1.4,2.7,51.9,44.7,4.9,0,0,0.5,0.1,0,0.1,100,0,0,0.4,0.2,0.6,2116.3,431.90,0.4,0.21,0.19,4.49,4.73,4.24
Wendell Moore Jr.,MIN,1.6,2.6,59.6,47.2,5.3,0.1,0.2,0.5,0,0,0.1,50,50,0.03,0.3,0.2,0.5,2365.5,446.32,0.45,0.24,0.21,4.66,5.2,4.21
Dylan Windler,CLE,1.5,2.5,60,41.1,3.5,0,0,0.7,0,0,0,0,0,0,0.3,0.3,0.7,1441.3,411.80,0.27,0.15,0.12,4.1,5.2,4.04
Xavier Moon,LAC,1.5,2.5,60,41.6,4.9,0,0,0,0,0,0,0,0,0,0.3,0,0.3,1910.8,389.96,0.36,0.2,0.16,3.92,4.42,3.41
Kobi Simmons,CHA,1,2.4,41.7,43.8,5.6,0,0,0.2,0,0,0,0,0,0,0.8,0.8,1.6,2345.4,418.82,0.44,0.22,0.22,4.39,4.33,4.44
Scotty Pippen Jr.,LAL,0.8,2.4,33.3,40.2,5.3,0,0,0.5,0.2,0.2,0.3,50,50,0,0.2,0.2,0.3,2216.3,418.17,0.42,0.22,0.2,4.32,4.71,3.96
Joe Wieskamp,TOR,0.6,2.4,26.3,42.2,5.5,0.1,0.2,0.1,0,0,0,0,0,0,0.4,0.7,1.1,2383.1,433.29,0.45,0.25,0.21,4.62,4.91,4.33
Keon Ellis,SAC,1.3,2.4,52.6,48.9,4.4,0,0,0.3,0.2,0.1,0.3,60,40,0,0.1,0.3,0.4,1823.4,414.41,0.35,0.18,0.17,4.26,4.4,4.12
Lester Quinones,GSW,0.7,2.3,28.6,43.7,4.5,0.3,0.8,0.3,0,0,0,0,0,0,0.3,1,1.3,2013.5,447.44,0.38,0.23,0.15,4.55,4.95,4.05
Trevor Hudgins,HOU,1.3,2.3,57.1,46.2,5.7,0,0,0.2,0.2,0,0.2,100,0,0,0.2,0.2,0.4,2196.6,385.37,0.42,0.23,0.19,4.07,4.39,3.76
Justin Champagnie,BOS,1.3,2.3,57.1,42.7,6.9,0,0,0.4,0.4,0.4,0.8,50,50,0,0,0.2,0.2,2783.2,403.36,0.53,0.28,0.24,4.28,4.25,4.32
Greg Brown III,POR,0.6,2.2,27.3,46.6,5.8,0,0,0.6,0.1,0,0.1,100,0,0,0.5,0.3,0.8,2229.7,384.43,0.42,0.22,0.21,4.01,4.11,3.91
Jack White,DEN,0.9,2.2,41.7,50.5,3.9,0.1,0.2,0.3,0,0,0,0,0,0,0.3,0.5,0.8,1514.4,388.31,0.29,0.17,0.12,4.06,4.33,3.73
Darius Days,HOU,0.7,2,33.3,45.6,6.2,0,0,0.8,0,0,0,0,0,0,0.3,0.5,0.8,2579,415.97,0.49,0.25,0.24,4.37,4.3,4.44
Tyrese Martin,ATL,1.1,2,55,45.8,4.1,0,0,0.1,0.1,0,0.1,100,0,0,0.2,0.4,0.6,1652.8,403.12,0.31,0.17,0.15,4.21,4.49,3.93
Sterling Brown,LAL,1,2,50,47,6.1,0,0,0.8,0,0,0,0,0,0,0,0.3,0.3,2630.8,431.28,0.5,0.26,0.24,4.45,4.38,4.54
Ron Harper Jr.,TOR,1,1.8,54.5,43.2,5.3,0.1,0.2,0.1,0,0,0,0,0,0,0.2,0.3,0.6,2166,408.68,0.41,0.23,0.18,4.31,4.93,3.7
Tony Bradley,CHI,1.1,1.8,60,49.3,2.8,0.3,0.7,0.1,0,0,0,0,0,0,1,0.3,1.3,1232.5,440.18,0.23,0.12,0.12,4.35,4.68,4.07
Marko Simonovic,CHI,1,1.7,60,51.7,2.8,0.3,0.7,0,0,0,0,0,0,0,0.4,0,0.4,1224.8,437.43,0.23,0.11,0.12,4.06,4.79,3.52
Tyler Dorsey,DAL,1,1.5,66.7,44,2.8,0,0,0,0,0,0,0,0,0,0.3,0,0.3,909.3,324.75,0.17,0.09,0.08,3.35,3.97,2.72
Malcolm Hill,CHI,0.5,1.5,33.3,42,1.8,0,0,0,0,0,0,0,0,0,0,0.4,0.4,740.5,411.39,0.14,0.07,0.07,4.18,4.46,3.92
Braxton Key,DET,0.5,1.5,33.3,45.3,3,0.7,1.3,0,0,0,0,0,0,0,1,0,1,1299,433.00,0.25,0.11,0.13,4.19,4.91,3.77
Dereon Seabron,NOP,0.6,1.4,42.9,48.4,2.3,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,947.2,411.83,0.18,0.09,0.09,4.15,5.21,3.31
Vernon Carey Jr.,UTA,0.2,1.3,12.5,44.1,2.6,0.2,0.4,0.2,0.1,0.1,0.2,50,50,0,0.6,0.4,0.9,1029.6,396.00,0.2,0.11,0.08,4,4.1,3.87
Donovan Williams,ATL,0,1,0,67.4,2.1,0,0,0,0,0,0,0,0,0,0,0,0,902.5,429.76,0.17,0.08,0.09,3.82,5.65,4.64
Stanley Umude,DET,0,1,0,42.1,2.1,0,0,1,0,0,0,0,0,0,1,0,1,932,443.81,0.18,0.08,0.09,4.66,6.81,3.54
Deonte Burton,SAC,1,1,100,52.7,3.3,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1447.5,438.64,0.27,0.14,0.14,4.05,5.65,4.27
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
